lat,lon,year,month,recorded_by,institution,basis,occurrence_id
39.171284,-120.84928,2022,8,mira_falicki,iNaturalist,HUMAN_OBSERVATION,3902928156
38.658923,-123.357084,2022,8,brock,iNaturalist,HUMAN_OBSERVATION,3902991742
41.837162,-124.189746,2022,8,lmcinnes,iNaturalist,HUMAN_OBSERVATION,3903054430
39.14732,-120.801694,2022,8,Jeff Alvarez,iNaturalist,HUMAN_OBSERVATION,3903064607
39.175789,-120.926823,2022,8,Jeff Alvarez,iNaturalist,HUMAN_OBSERVATION,3903070311
40.878899,-123.976675,2022,8,Drew Meyer,iNaturalist,HUMAN_OBSERVATION,3903105928
37.503579,-120.119321,2022,8,Jeff Alvarez,iNaturalist,HUMAN_OBSERVATION,3903133995
39.341974,-122.980951,2022,8,pepperjackb,iNaturalist,HUMAN_OBSERVATION,3903256886
40.888205,-124.031835,2022,8,Soren,iNaturalist,HUMAN_OBSERVATION,3903257522
40.292962,-124.397088,2022,8,Deb Hill,iNaturalist,HUMAN_OBSERVATION,3903299096
40.615943,-123.155017,2022,8,jandrewsal,iNaturalist,HUMAN_OBSERVATION,3903360411
41.221761,-124.070022,2022,8,allygran,iNaturalist,HUMAN_OBSERVATION,3903476020
41.63765,-124.193491,2022,8,stubbie3710,iNaturalist,HUMAN_OBSERVATION,3915435596
38.658053,-122.641356,2022,8,Makayla,iNaturalist,HUMAN_OBSERVATION,3966643336
41.855305,-124.023117,2022,8,mtracewell,iNaturalist,HUMAN_OBSERVATION,3985836155
41.296831,-124.187925,2022,8,Antonio Rodriguez Sinovas,iNaturalist,HUMAN_OBSERVATION,3994174956
41.822426,-124.060117,2022,8,Moses J. Michelsohn,iNaturalist,HUMAN_OBSERVATION,4028969985
39.144868,-120.650509,2022,8,Jakob Schmitt,iNaturalist,HUMAN_OBSERVATION,4067641613
38.468819,-122.332264,2022,8,Loren,iNaturalist,HUMAN_OBSERVATION,4416647344
41.244698,-123.370972,2022,8,GinaGPark,iNaturalist,HUMAN_OBSERVATION,4901796692
40.289303,-123.968509,2022,9,shannaarchibold,iNaturalist,HUMAN_OBSERVATION,3902580641
40.343805,-123.801338,2022,9,shannaarchibold,iNaturalist,HUMAN_OBSERVATION,3902660097
41.989738,-124.102035,2022,9,macrhybopsis,iNaturalist,HUMAN_OBSERVATION,3903175620
40.651185,-123.170216,2022,9,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3903292128
40.329689,-123.88413,2022,9,shannaarchibold,iNaturalist,HUMAN_OBSERVATION,3903299505
38.894327,-120.947513,2022,9,John Richardson,iNaturalist,HUMAN_OBSERVATION,3903306535
40.738471,-123.529812,2022,9,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3903321820
40.791159,-123.567921,2022,9,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3903340217
38.646988,-123.280048,2022,9,Chris Shuck,iNaturalist,HUMAN_OBSERVATION,3903406551
40.645431,-123.598163,2022,9,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3903540931
38.60267,-123.369179,2022,9,Chris Shuck,iNaturalist,HUMAN_OBSERVATION,3903642122
38.544236,-122.351169,2022,9,bio_alchemist,iNaturalist,HUMAN_OBSERVATION,3911975963
40.755497,-123.559799,2022,9,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3912140741
41.950152,-123.916425,2022,9,quercusrex,iNaturalist,HUMAN_OBSERVATION,3912285365
40.376573,-123.969264,2022,9,pazhsu,iNaturalist,HUMAN_OBSERVATION,3912318514
41.322052,-123.630692,2022,9,zakkafka,iNaturalist,HUMAN_OBSERVATION,3912440455
41.880755,-123.878814,2022,9,Trevor Van Loon,iNaturalist,HUMAN_OBSERVATION,3912480934
37.44616,-121.898757,2022,9,Michael A. Voeltz,iNaturalist,HUMAN_OBSERVATION,3915311078
40.80286,-123.432828,2022,9,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3915512895
40.424539,-123.557431,2022,9,quaylehsu,iNaturalist,HUMAN_OBSERVATION,3915515217
40.87051,-123.844874,2022,9,jlarkinshsu,iNaturalist,HUMAN_OBSERVATION,3915516417
40.954639,-123.498045,2022,9,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3915536458
41.038389,-123.668304,2022,9,cnidariasplat,iNaturalist,HUMAN_OBSERVATION,3915544433
39.176256,-120.883415,2022,9,Will Richardson,iNaturalist,HUMAN_OBSERVATION,3915584222
40.862102,-123.581774,2022,9,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3915585606
39.063503,-120.849225,2022,9,Will Richardson,iNaturalist,HUMAN_OBSERVATION,3915585846
40.954293,-123.567874,2022,9,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3915587925
39.079789,-120.923665,2022,9,Will Richardson,iNaturalist,HUMAN_OBSERVATION,3915590124
40.963701,-123.579864,2022,9,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3915598885
39.133305,-120.817254,2022,9,Will Richardson,iNaturalist,HUMAN_OBSERVATION,3915615042
40.872843,-123.424411,2022,9,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3915635761
39.033545,-120.912979,2022,9,Will Richardson,iNaturalist,HUMAN_OBSERVATION,3915645022
37.493301,-121.824276,2022,9,Jeff Alvarez,iNaturalist,HUMAN_OBSERVATION,3915653312
39.107603,-120.849161,2022,9,Will Richardson,iNaturalist,HUMAN_OBSERVATION,3915655825
39.040332,-120.981987,2022,9,Will Richardson,iNaturalist,HUMAN_OBSERVATION,3915660303
39.122692,-120.880221,2022,9,Will Richardson,iNaturalist,HUMAN_OBSERVATION,3915727333
39.226562,-121.168544,2022,9,ecologyajith,iNaturalist,HUMAN_OBSERVATION,3923254760
40.444009,-123.933465,2022,9,sea_anemily,iNaturalist,HUMAN_OBSERVATION,3923629599
38.621056,-122.204626,2022,9,Ken Mateik,iNaturalist,HUMAN_OBSERVATION,3925182917
38.234522,-122.268813,2022,9,kevinsherrill,iNaturalist,HUMAN_OBSERVATION,3925184790
37.55372,-121.94638,2022,9,Spike Pike,iNaturalist,HUMAN_OBSERVATION,3963409274
40.270271,-123.867711,2022,9,Oonagh Degenhardt,iNaturalist,HUMAN_OBSERVATION,3966367140
40.89309,-123.435586,2022,9,mycenamystic,iNaturalist,HUMAN_OBSERVATION,3986292022
37.476432,-121.87194,2022,9,Lora Roame,iNaturalist,HUMAN_OBSERVATION,3994161950
41.811733,-123.973048,2022,9,Oscar,iNaturalist,HUMAN_OBSERVATION,4009776244
41.156064,-123.779554,2022,9,sethberes,iNaturalist,HUMAN_OBSERVATION,4011516548
41.885754,-123.852139,2022,9,Ethan Contreras,iNaturalist,HUMAN_OBSERVATION,4080975897
39.90908,-123.164269,2022,9,pepperjackb,iNaturalist,HUMAN_OBSERVATION,4855437976
40.212146,-123.860995,2022,9,Jeremiah Degenhardt,iNaturalist,HUMAN_OBSERVATION,4936183853
40.32277,-123.878365,2022,9,Jeremiah Degenhardt,iNaturalist,HUMAN_OBSERVATION,4936715662
40.297994,-123.859383,2022,9,cleomae,iNaturalist,HUMAN_OBSERVATION,5920065226
41.258879,-124.129405,2022,10,Theodore Lee,iNaturalist,HUMAN_OBSERVATION,3925242491
41.280128,-124.023949,2022,10,Theodore Lee,iNaturalist,HUMAN_OBSERVATION,3925356538
41.377153,-124.120043,2022,10,Theodore Lee,iNaturalist,HUMAN_OBSERVATION,3925358494
40.988019,-123.564148,2022,10,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3947228585
40.632876,-123.818363,2022,10,cmaddela,iNaturalist,HUMAN_OBSERVATION,3947271908
39.374201,-122.721802,2022,10,Brad Wenner,iNaturalist,HUMAN_OBSERVATION,3947501076
39.998201,-123.693037,2022,10,Trevor Van Loon,iNaturalist,HUMAN_OBSERVATION,3947512643
40.829991,-123.543017,2022,10,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3947557600
39.59841,-120.917226,2022,10,Greg Barrett,iNaturalist,HUMAN_OBSERVATION,3947708846
40.107684,-123.666689,2022,10,ajusto,iNaturalist,HUMAN_OBSERVATION,3963296596
41.634835,-124.053404,2022,10,kosokun,iNaturalist,HUMAN_OBSERVATION,3963663317
39.045555,-120.945225,2022,10,Ryan,iNaturalist,HUMAN_OBSERVATION,4039154592
40.693314,-124.115344,2022,10,joelcostello17,iNaturalist,HUMAN_OBSERVATION,4067534586
41.36295,-124.076313,2022,10,Theodore Lee,iNaturalist,HUMAN_OBSERVATION,4974251753
38.878419,-123.299216,2022,11,Sarah,iNaturalist,HUMAN_OBSERVATION,3963530307
38.845359,-123.396253,2022,11,Sarah,iNaturalist,HUMAN_OBSERVATION,3963693312
41.718435,-124.076227,2022,11,flowerysallies,iNaturalist,HUMAN_OBSERVATION,3985850781
41.716175,-124.011682,2022,11,flowerysallies,iNaturalist,HUMAN_OBSERVATION,3985903876
41.720721,-124.019283,2022,11,flowerysallies,iNaturalist,HUMAN_OBSERVATION,3986251857
38.582206,-123.044417,2022,12,Max Laubstein,iNaturalist,HUMAN_OBSERVATION,3994235187
38.41493,-123.145305,2022,12,Max Laubstein,iNaturalist,HUMAN_OBSERVATION,3994244107
38.507957,-123.09783,2022,12,Michael Eisen,iNaturalist,HUMAN_OBSERVATION,4009701775
38.4333,-123.021169,2022,12,Michael Eisen,iNaturalist,HUMAN_OBSERVATION,4009837749
40.908399,-123.658729,2022,12,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,4011644747
38.76582,-123.388921,2021,1,Chris Shuck,iNaturalist,HUMAN_OBSERVATION,3031677021
38.737265,-123.096628,2021,1,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,3031802375
41.962839,-124.065312,2021,1,iamtooarealdoctor,iNaturalist,HUMAN_OBSERVATION,3031976075
39.080021,-120.659486,2021,1,Jamie Hunyor,iNaturalist,HUMAN_OBSERVATION,4607128112
39.061067,-123.410082,2021,1,thegregpotter,iNaturalist,HUMAN_OBSERVATION,5069971928
40.520631,-123.95683,2021,2,rowdykelley,iNaturalist,HUMAN_OBSERVATION,3039351955
40.494741,-123.877126,2021,2,rowdykelley,iNaturalist,HUMAN_OBSERVATION,3039500961
38.655095,-122.495338,2021,2,Phil Burton,iNaturalist,HUMAN_OBSERVATION,3044586007
40.895979,-123.676059,2021,2,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3044651796
38.660903,-123.016927,2021,2,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,3044689008
39.986966,-121.621796,2021,2,pamunson,iNaturalist,HUMAN_OBSERVATION,3059016929
38.983555,-122.286131,2021,2,Chloe Novak,iNaturalist,HUMAN_OBSERVATION,3059042428
38.521863,-122.476092,2021,3,KC,iNaturalist,HUMAN_OBSERVATION,3058970050
38.72236,-123.047497,2021,3,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,3059039581
41.007131,-122.668839,2021,3,Morgan Stickrod,iNaturalist,HUMAN_OBSERVATION,3061641931
37.98193,-122.794834,2021,3,ziplehnus,iNaturalist,HUMAN_OBSERVATION,3061756798
37.066793,-121.74901,2021,3,James Maughn,iNaturalist,HUMAN_OBSERVATION,3067807698
39.196763,-120.899963,2021,3,mitchm44,iNaturalist,HUMAN_OBSERVATION,3067973929
39.028244,-120.852584,2021,3,mitchm44,iNaturalist,HUMAN_OBSERVATION,3068023950
39.80174,-121.40963,2021,3,jrmorris,iNaturalist,HUMAN_OBSERVATION,3070432755
40.612931,-123.474976,2021,3,Ethan,iNaturalist,HUMAN_OBSERVATION,3070714536
38.584738,-122.471513,2021,3,ninandphil,iNaturalist,HUMAN_OBSERVATION,3070751692
38.567039,-122.708436,2021,3,KC,iNaturalist,HUMAN_OBSERVATION,3070769898
41.984841,-124.004711,2021,3,Megan Berberich,iNaturalist,HUMAN_OBSERVATION,3079796256
37.142221,-121.453887,2021,3,fern Wildtruth,iNaturalist,HUMAN_OBSERVATION,3090535942
40.242112,-121.97818,2021,3,Todd Ramsden,iNaturalist,HUMAN_OBSERVATION,3090575946
38.712089,-122.683976,2021,3,Jeff Alvarez,iNaturalist,HUMAN_OBSERVATION,3090661761
41.934852,-123.866692,2021,3,rangernik707,iNaturalist,HUMAN_OBSERVATION,3097163048
39.306161,-120.861651,2021,3,meganjade,iNaturalist,HUMAN_OBSERVATION,3302528775
39.111432,-120.926195,2021,3,ccarvajal,iNaturalist,HUMAN_OBSERVATION,3384375171
39.891658,-121.748219,2021,4,dterry,iNaturalist,HUMAN_OBSERVATION,3079585999
37.80443,-122.68062,2021,4,Trevor Van Loon,iNaturalist,HUMAN_OBSERVATION,3079591355
40.989043,-123.78396,2021,4,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3079821653
40.950448,-123.770807,2021,4,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3079901634
38.784908,-123.070037,2021,4,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,3079913762
39.005687,-123.309831,2021,4,Jakob Ingle,iNaturalist,HUMAN_OBSERVATION,3079917654
39.384772,-123.268649,2021,4,Ryan Elliott,iNaturalist,HUMAN_OBSERVATION,3090651705
37.031875,-121.787565,2021,4,James Maughn,iNaturalist,HUMAN_OBSERVATION,3090674782
39.203134,-123.219406,2021,4,Ryan Elliott,iNaturalist,HUMAN_OBSERVATION,3090713717
39.32064,-121.068732,2021,4,sastinson,iNaturalist,HUMAN_OBSERVATION,3090792654
41.042289,-122.689181,2021,4,Jonathan Curley,iNaturalist,HUMAN_OBSERVATION,3090792932
37.13246,-121.72845,2021,4,James Maughn,iNaturalist,HUMAN_OBSERVATION,3090802782
39.92279,-121.502614,2021,4,dterry,iNaturalist,HUMAN_OBSERVATION,3090819826
38.777926,-123.16484,2021,4,Chris Shuck,iNaturalist,HUMAN_OBSERVATION,3090879301
38.737565,-122.832735,2021,4,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,3090879562
39.997258,-121.407444,2021,4,dterry,iNaturalist,HUMAN_OBSERVATION,3090893810
39.816234,-121.523991,2021,4,dterry,iNaturalist,HUMAN_OBSERVATION,3090921888
39.88365,-121.543758,2021,4,Rob Irwin,iNaturalist,HUMAN_OBSERVATION,3090926467
41.060337,-122.751177,2021,4,Jonathan Curley,iNaturalist,HUMAN_OBSERVATION,3090933932
41.042366,-122.200544,2021,4,gha,iNaturalist,HUMAN_OBSERVATION,3096995258
41.900051,-124.170734,2021,4,Megan Berberich,iNaturalist,HUMAN_OBSERVATION,3097005289
37.016708,-121.862899,2021,4,wyndryder,iNaturalist,HUMAN_OBSERVATION,3097027079
39.888578,-121.741597,2021,4,pamunson,iNaturalist,HUMAN_OBSERVATION,3097193483
38.430026,-122.540688,2021,4,Alison Forrestel,iNaturalist,HUMAN_OBSERVATION,3097267906
41.858691,-123.873232,2021,4,Morgan Stickrod,iNaturalist,HUMAN_OBSERVATION,3097333337
39.861898,-121.736494,2021,4,pamunson,iNaturalist,HUMAN_OBSERVATION,3097404472
38.748109,-123.011599,2021,4,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,3109005193
37.503156,-121.9369,2021,4,Tony Iwane,iNaturalist,HUMAN_OBSERVATION,3109033229
38.636027,-123.10252,2021,4,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,3109038607
37.461467,-121.842931,2021,4,Antonio López,iNaturalist,HUMAN_OBSERVATION,3109058517
38.6321,-122.916711,2021,4,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,3109059647
41.287215,-124.160413,2021,4,nikd299,iNaturalist,HUMAN_OBSERVATION,3109081513
38.664585,-123.134097,2021,4,Chris Shuck,iNaturalist,HUMAN_OBSERVATION,3109174806
39.026129,-120.754611,2021,4,Micah Freedman,iNaturalist,HUMAN_OBSERVATION,3109188492
39.126072,-120.805116,2021,4,browngirlbiologist,iNaturalist,HUMAN_OBSERVATION,3109197655
37.445346,-121.982056,2021,4,hmbgerl,iNaturalist,HUMAN_OBSERVATION,3109295013
40.928416,-124.081008,2021,4,gingerageous,iNaturalist,HUMAN_OBSERVATION,3109355541
39.433661,-120.971866,2021,4,sheilaharman,iNaturalist,HUMAN_OBSERVATION,3109384548
37.844924,-122.669768,2021,4,avocat,iNaturalist,HUMAN_OBSERVATION,3112296859
37.833108,-122.784873,2021,4,avocat,iNaturalist,HUMAN_OBSERVATION,3112297835
40.249095,-124.258718,2021,4,Abeja,iNaturalist,HUMAN_OBSERVATION,3112533821
38.583315,-122.591671,2021,4,Lesli Lee,iNaturalist,HUMAN_OBSERVATION,3112603302
37.817551,-122.720596,2021,4,avocat,iNaturalist,HUMAN_OBSERVATION,3112733852
38.935258,-122.237078,2021,4,jwaskowiak,iNaturalist,HUMAN_OBSERVATION,3112737992
36.336108,-120.631774,2021,4,Damon Tighe,iNaturalist,HUMAN_OBSERVATION,3112856758
40.242545,-123.969906,2021,4,Griff,iNaturalist,HUMAN_OBSERVATION,3112936809
38.517079,-122.315048,2021,4,Makayla,iNaturalist,HUMAN_OBSERVATION,3113535653
39.291451,-120.821061,2021,4,Merav Vonshak,iNaturalist,HUMAN_OBSERVATION,3118378513
39.58414,-120.989244,2021,4,celestraceae,iNaturalist,HUMAN_OBSERVATION,3320912139
40.868539,-123.441211,2021,4,Ezra Huebner (they/them),iNaturalist,HUMAN_OBSERVATION,3325581441
39.028431,-120.897306,2021,4,reezyinthewoods,iNaturalist,HUMAN_OBSERVATION,3325709394
37.961187,-122.659337,2021,4,Marcus Tamura,iNaturalist,HUMAN_OBSERVATION,3384731183
40.389188,-124.395476,2021,4,Michael Weldon,iNaturalist,HUMAN_OBSERVATION,3902655577
40.88156,-123.96416,2021,4,James T. Von Tersch,iNaturalist,HUMAN_OBSERVATION,4011725924
36.37176,-120.662266,2021,4,Harte Singer,iNaturalist,HUMAN_OBSERVATION,4952774802
38.523345,-122.531513,2021,5,cathyjohnson,iNaturalist,HUMAN_OBSERVATION,3112287292
41.216112,-123.441349,2021,5,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3112490483
41.235928,-123.413232,2021,5,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3112506505
38.460771,-122.565323,2021,5,John Hibbard,iNaturalist,HUMAN_OBSERVATION,3112592414
39.321066,-123.360645,2021,5,Emma,iNaturalist,HUMAN_OBSERVATION,3112689763
39.167296,-120.958678,2021,5,mitchm44,iNaturalist,HUMAN_OBSERVATION,3112748583
39.687207,-123.657258,2021,5,Philip Georgakakos,iNaturalist,HUMAN_OBSERVATION,3112754133
40.993125,-124.136723,2021,5,Bobby Valentine,iNaturalist,HUMAN_OBSERVATION,3112824793
39.218067,-123.339066,2021,5,Shane Hanofee,iNaturalist,HUMAN_OBSERVATION,3112912732
37.106593,-121.836584,2021,5,Zach Lim,iNaturalist,HUMAN_OBSERVATION,3113348064
40.933616,-124.040099,2021,5,Justin Garwood,iNaturalist,HUMAN_OBSERVATION,3113394684
39.027974,-120.952884,2021,5,Dave West,iNaturalist,HUMAN_OBSERVATION,3113398580
38.556121,-122.416083,2021,5,Daniel Levitis,iNaturalist,HUMAN_OBSERVATION,3113424626
39.000749,-120.809268,2021,5,billjk,iNaturalist,HUMAN_OBSERVATION,3113479245
40.780617,-123.13335,2021,5,Isaac Aguilar,iNaturalist,HUMAN_OBSERVATION,3113573278
39.767357,-121.413453,2021,5,Jon Aull,iNaturalist,HUMAN_OBSERVATION,3113592468
41.864006,-123.989363,2021,5,cypripedium18,iNaturalist,HUMAN_OBSERVATION,3113606777
37.186502,-121.457072,2021,5,Joan Hamilton,iNaturalist,HUMAN_OBSERVATION,3113664637
39.134113,-120.647286,2021,5,Clifford Hawley,iNaturalist,HUMAN_OBSERVATION,3117807962
39.030814,-120.902622,2021,5,dariasnider,iNaturalist,HUMAN_OBSERVATION,3118398289
40.201819,-124.092413,2021,5,lizmcalpine,iNaturalist,HUMAN_OBSERVATION,3124489571
40.220974,-123.814623,2021,5,Rebecca W,iNaturalist,HUMAN_OBSERVATION,3124675281
40.733644,-123.468129,2021,5,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3124693884
40.651577,-123.417946,2021,5,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3124699119
40.873167,-123.474352,2021,5,Isaac Aguilar,iNaturalist,HUMAN_OBSERVATION,3124894582
38.640442,-123.18964,2021,5,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,3302204968
39.999511,-121.446151,2021,5,dterry,iNaturalist,HUMAN_OBSERVATION,3302458457
37.163294,-121.71151,2021,5,Merav Vonshak,iNaturalist,HUMAN_OBSERVATION,3320890474
41.916536,-124.144466,2021,5,jermerckling,iNaturalist,HUMAN_OBSERVATION,3320906248
38.457497,-122.970974,2021,5,rmspranger,iNaturalist,HUMAN_OBSERVATION,3320933432
41.378088,-124.072533,2021,5,pummelwhack,iNaturalist,HUMAN_OBSERVATION,3325745417
39.869853,-122.7093,2021,5,Amelia Ryan,iNaturalist,HUMAN_OBSERVATION,3337981901
39.696336,-123.684957,2021,5,Philip Georgakakos,iNaturalist,HUMAN_OBSERVATION,3384238997
39.6008,-123.763557,2021,5,Philip Georgakakos,iNaturalist,HUMAN_OBSERVATION,3384369969
37.178419,-121.965275,2021,5,Susie,iNaturalist,HUMAN_OBSERVATION,3772881088
37.170405,-121.975297,2021,5,Susie,iNaturalist,HUMAN_OBSERVATION,3773752911
39.658998,-121.433968,2021,6,dterry,iNaturalist,HUMAN_OBSERVATION,3301832998
40.217205,-123.585309,2021,6,Chloe Novak,iNaturalist,HUMAN_OBSERVATION,3301880494
41.835787,-123.866865,2021,6,mahoniaquafolium,iNaturalist,HUMAN_OBSERVATION,3302064815
40.813405,-123.7802,2021,6,Ethan,iNaturalist,HUMAN_OBSERVATION,3302275768
39.372057,-123.692164,2021,6,wyattherp,iNaturalist,HUMAN_OBSERVATION,3302318302
39.684953,-121.478449,2021,6,dterry,iNaturalist,HUMAN_OBSERVATION,3307223073
38.923932,-123.762313,2021,6,leopard_and_tiger,iNaturalist,HUMAN_OBSERVATION,3307236929
41.22814,-122.677347,2021,6,Ken-ichi Ueda,iNaturalist,HUMAN_OBSERVATION,3307273359
41.206557,-124.132682,2021,6,Teale Fristoe,iNaturalist,HUMAN_OBSERVATION,3307419728
40.914339,-123.492928,2021,6,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3314207040
41.283188,-124.150389,2021,6,g1cat,iNaturalist,HUMAN_OBSERVATION,3314210123
40.896754,-123.569229,2021,6,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3314237032
39.837568,-121.766847,2021,6,dterry,iNaturalist,HUMAN_OBSERVATION,3314511833
40.983992,-123.617742,2021,6,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3314630465
41.153896,-122.626122,2021,6,Justin Garwood,iNaturalist,HUMAN_OBSERVATION,3320973490
41.103117,-122.688868,2021,6,Justin Garwood,iNaturalist,HUMAN_OBSERVATION,3321040573
41.799607,-124.123747,2021,6,Lucas Green,iNaturalist,HUMAN_OBSERVATION,3321046316
38.777096,-123.265342,2021,6,Chris Shuck,iNaturalist,HUMAN_OBSERVATION,3321115009
38.643761,-123.295913,2021,6,Chris Shuck,iNaturalist,HUMAN_OBSERVATION,3321126950
41.066899,-122.631963,2021,6,Justin Garwood,iNaturalist,HUMAN_OBSERVATION,3321328544
41.684652,-124.129436,2021,6,c-dap,iNaturalist,HUMAN_OBSERVATION,3325584457
41.982843,-123.863289,2021,6,joescience1,iNaturalist,HUMAN_OBSERVATION,3325593532
40.919322,-123.749738,2021,6,Stacie Wolny,iNaturalist,HUMAN_OBSERVATION,3325824960
41.812688,-123.910288,2021,6,Annie Zell,iNaturalist,HUMAN_OBSERVATION,3330784500
38.956676,-122.998714,2021,6,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,3335235378
41.212655,-124.031818,2021,6,caitlinbeebe,iNaturalist,HUMAN_OBSERVATION,3384648810
39.777175,-123.719012,2021,6,Philip Georgakakos,iNaturalist,HUMAN_OBSERVATION,3384658035
37.591234,-121.973853,2021,6,Mahika,iNaturalist,HUMAN_OBSERVATION,3385113604
39.331515,-120.905112,2021,6,jbowman66,iNaturalist,HUMAN_OBSERVATION,4009757379
40.917569,-123.617443,2021,7,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3325492198
39.320803,-123.546578,2021,7,Michiko,iNaturalist,HUMAN_OBSERVATION,3325517808
40.203732,-123.849125,2021,7,Monica Ventrice,iNaturalist,HUMAN_OBSERVATION,3325620307
40.883302,-123.752095,2021,7,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3325665179
39.205596,-120.956851,2021,7,Rick Wachs,iNaturalist,HUMAN_OBSERVATION,3325764153
40.992868,-123.718969,2021,7,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3325787216
39.204606,-123.398209,2021,7,Erik Atwell,iNaturalist,HUMAN_OBSERVATION,3325787988
38.698752,-123.394436,2021,7,Chris Shuck,iNaturalist,HUMAN_OBSERVATION,3327980977
40.734124,-123.568966,2021,7,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3328022028
40.691282,-123.438336,2021,7,Jamie Bettaso,iNaturalist,HUMAN_OBSERVATION,3328039041
41.688474,-124.165187,2021,7,moorerp,iNaturalist,HUMAN_OBSERVATION,3330499083
40.910645,-123.779846,2021,7,Margaret Gallagher,iNaturalist,HUMAN_OBSERVATION,3330680083
41.925199,-124.128778,2021,7,dgats,iNaturalist,HUMAN_OBSERVATION,3333137939
39.394283,-123.498148,2021,7,Jakob Ingle,iNaturalist,HUMAN_OBSERVATION,3333164516
39.515539,-122.853241,2021,7,shopkins,iNaturalist,HUMAN_OBSERVATION,3333310615
38.664232,-123.049964,2021,7,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,3333369730
40.989424,-123.542736,2021,7,Pamela Taylor,iNaturalist,HUMAN_OBSERVATION,3333376263
39.497343,-122.969201,2021,7,kelptaylor,iNaturalist,HUMAN_OBSERVATION,3335481597
41.931424,-123.871588,2021,7,jchoj,iNaturalist,HUMAN_OBSERVATION,3337716747
38.636744,-123.153646,2021,7,Stop4Snakes!,iNaturalist,HUMAN_OBSERVATION,3384465899
39.423479,-122.884844,2021,7,kelptaylor,iNaturalist,HUMAN_OBSERVATION,3384651968
38.588102,-120.577289,2021,7,Stephen Gergeni,iNaturalist,HUMAN_OBSERVATION,3415881407
41.471727,-124.09247,2021,7,sjl18,iNaturalist,HUMAN_OBSERVATION,3985738173
39.721351,-123.628752,2021,7,Tim Miller,iNaturalist,HUMAN_OBSERVATION,3994168865
39.298297,-120.888749,2021,8,Rick Wachs,iNaturalist,HUMAN_OBSERVATION,3335416081
41.931315,-124.06853,2021,8,ariellehalpern,iNaturalist,HUMAN_OBSERVATION,3337436283
39.747398,-121.063397,2021,8,Asher Perla,iNaturalist,HUMAN_OBSERVATION,3337558285
40.295913,-124.157509,2021,8,pummelwhack,iNaturalist,HUMAN_OBSERVATION,3337617496
41.310904,-122.702044,2021,8,Nathan McCanne,iNaturalist,HUMAN_OBSERVATION,3337753343
39.678762,-121.06525,2021,8,Asher Perla,iNaturalist,HUMAN_OBSERVATION,3337833737
37.119985,-121.969341,2021,8,Susie,iNaturalist,HUMAN_OBSERVATION,3337833922
40.815637,-123.938281,2021,8,Patrick Hoffman,iNaturalist,HUMAN_OBSERVATION,3338015602
40.9795,-123.961249,2021,8,bindelshsu,iNaturalist,HUMAN_OBSERVATION,3338089732
39.607574,-121.144786,2021,8,Asher Perla,iNaturalist,HUMAN_OBSERVATION,3338106247
41.250434,-122.752324,2021,8,Nathan McCanne,iNaturalist,HUMAN_OBSERVATION,3338112432
41.355475,-124.179416,2021,8,lionlionleoleo,iNaturalist,HUMAN_OBSERVATION,3338153739
